Binj	f. (pl: e) scarf, sash, muffler. 	https://ereimer.net/plautdietsch/pddefns.htm#Binj
binje	to tie, bind. 	https://ereimer.net/plautdietsch/pddefns.htm#binje
Binjwuat	n. conjunction. 	https://ereimer.net/plautdietsch/pddefns.htm#Binjwuat
Birja	m. citizen; sponsor; co-signer. 	https://ereimer.net/plautdietsch/pddefns.htm#Birja
Birja woare	to become naturalized. 	https://ereimer.net/plautdietsch/pddefns.htm#Birja%20woare
Birjarajcht	citizenship. 	https://ereimer.net/plautdietsch/pddefns.htm#Birjarajcht
birje	to co sign, to sponsor, pledge. 	https://ereimer.net/plautdietsch/pddefns.htm#birje
Birjschien	m. voucher. 	https://ereimer.net/plautdietsch/pddefns.htm#Birjschien
Birjschoft	f. collateral, bail, pawn. 	https://ereimer.net/plautdietsch/pddefns.htm#Birjschoft
bise	to buzz around. 	https://ereimer.net/plautdietsch/pddefns.htm#bise
Bisworm	m. a continually active, fidgety person. 	https://ereimer.net/plautdietsch/pddefns.htm#Bisworm
bitscheen	please; certainly; you're welcome. 	https://ereimer.net/plautdietsch/pddefns.htm#bitscheen
Bitsijch	m. (pl: s) small child, whippersnapper. 	https://ereimer.net/plautdietsch/pddefns.htm#Bitsijch
blädre	to turn the pages of a book. 	https://ereimer.net/plautdietsch/pddefns.htm#bl%C3%A4dre
Blajch	n. tin. 	https://ereimer.net/plautdietsch/pddefns.htm#Blajch
Blajchbaulj	f. (pl: e) a tin tub. 	https://ereimer.net/plautdietsch/pddefns.htm#Blajchbaulj
blajche	to coat with tin; (slang) to hit someone. 	https://ereimer.net/plautdietsch/pddefns.htm#blajche
Blajchiesa	tin plates, tin metal, sheet iron. 	https://ereimer.net/plautdietsch/pddefns.htm#Blajchiesa
Blajchkomm	f. tin basin. 	https://ereimer.net/plautdietsch/pddefns.htm#Blajchkomm
blajchoatijch	tinny. 	https://ereimer.net/plautdietsch/pddefns.htm#blajchoatijch
blajchoatjet Stoff	pewter. 	https://ereimer.net/plautdietsch/pddefns.htm#blajchoatjet%20Stoff
Blajchschmett	m. whitesmith. 	https://ereimer.net/plautdietsch/pddefns.htm#Blajchschmett
Bläjchsel	n. (pl: s) blossom, a bud about to blossom. 	https://ereimer.net/plautdietsch/pddefns.htm#Bl%C3%A4jchsel
bläje	to bloom. 	https://ereimer.net/plautdietsch/pddefns.htm#bl%C3%A4je
bläkje	to bleach, to whiten. 	https://ereimer.net/plautdietsch/pddefns.htm#bl%C3%A4kje
blam'eare	to embarrass. 	https://ereimer.net/plautdietsch/pddefns.htm#blam%27eare
blank	shiny, lustrous, glittering. 	https://ereimer.net/plautdietsch/pddefns.htm#blank
blankschiare	furbish, polish. 	https://ereimer.net/plautdietsch/pddefns.htm#blankschiare
Blaubamauts	blabbermouth, chatterbox. 	https://ereimer.net/plautdietsch/pddefns.htm#Blaubamauts
blauss	pale, sallow, wan, pallid, ghostly, whitish. 	https://ereimer.net/plautdietsch/pddefns.htm#blauss
blauss woare	to pale, to blanch. 	https://ereimer.net/plautdietsch/pddefns.htm#blauss%20woare
Blaussheit	paleness pallor. 	https://ereimer.net/plautdietsch/pddefns.htm#Blaussheit
Blaut	n. (pl: Bläada) a page, a leaf. 	https://ereimer.net/plautdietsch/pddefns.htm#Blaut
bleed	shy, coy, modest withdrawn, timid, reticent, reluctant. 	https://ereimer.net/plautdietsch/pddefns.htm#bleed
bleede	to bleed, hemmorrhage. 	https://ereimer.net/plautdietsch/pddefns.htm#bleede
Bleedheit	f. shyness, reticence, timidity, modesty, reluctance. 	https://ereimer.net/plautdietsch/pddefns.htm#Bleedheit
Bleifs , Bleifsel	m. bluing. 	https://ereimer.net/plautdietsch/pddefns.htm#Bleifs%20%2C%20Bleifsel
Bleifsplaunt	f. woad. 	https://ereimer.net/plautdietsch/pddefns.htm#Bleifsplaunt
bleiw , (M: blau)	blue. 	https://ereimer.net/plautdietsch/pddefns.htm#bleiw%20%2C%20%28M%3A%20blau%29
bleiw jreen	blue green, turquoise. 	https://ereimer.net/plautdietsch/pddefns.htm#bleiw%20jreen
Bleiwa Hoost	m. whooping cough. 	https://ereimer.net/plautdietsch/pddefns.htm#Bleiwa%20Hoost
Bleiwbäare	blueberries. 	https://ereimer.net/plautdietsch/pddefns.htm#Bleiwb%C3%A4are
bleiwe	to use bluing; to fib, lie. 	https://ereimer.net/plautdietsch/pddefns.htm#bleiwe
bleiwe Malkj	skimmed mild. 	https://ereimer.net/plautdietsch/pddefns.htm#bleiwe%20Malkj
Blekj	m. (pl: e) a look, glance, glimpse. 	https://ereimer.net/plautdietsch/pddefns.htm#Blekj
blenkjre	to glitter, sparkle, gleam, glint, twinkle. 	https://ereimer.net/plautdietsch/pddefns.htm#blenkjre
Bless	m. the star on a horses' forehead. 	https://ereimer.net/plautdietsch/pddefns.htm#Bless
Blie	n. lead, graphite. 	https://ereimer.net/plautdietsch/pddefns.htm#Blie
blieijch	leaden. 	https://ereimer.net/plautdietsch/pddefns.htm#blieijch
Blies	f. (pl: e) squall, flurry, shower. 	https://ereimer.net/plautdietsch/pddefns.htm#Blies
Bliesteft	f or m. pencil. 	https://ereimer.net/plautdietsch/pddefns.htm#Bliesteft
bliewe	to remain, stay, abide. 	https://ereimer.net/plautdietsch/pddefns.htm#bliewe
blinje Schreft	f. braille. 	https://ereimer.net/plautdietsch/pddefns.htm#blinje%20Schreft
Blinje Koo	f. blind man's buff. 	https://ereimer.net/plautdietsch/pddefns.htm#Blinje%20Koo
blinjet Jlekj	n. blind luck, fluke. 	https://ereimer.net/plautdietsch/pddefns.htm#blinjet%20Jlekj
blinjlinjs	blindly. 	https://ereimer.net/plautdietsch/pddefns.htm#blinjlinjs
blint	blind. 	https://ereimer.net/plautdietsch/pddefns.htm#blint
Blintdoarm	appendix. 	https://ereimer.net/plautdietsch/pddefns.htm#Blintdoarm
Blintdoarm entsindung	appendicitis. 	https://ereimer.net/plautdietsch/pddefns.htm#Blintdoarm%20entsindung
Blintdoarm Fejeftung	peritonitis. 	https://ereimer.net/plautdietsch/pddefns.htm#Blintdoarm%20Fejeftung
blits blank	spic and span, polished and shiny. 	https://ereimer.net/plautdietsch/pddefns.htm#blits%20blank
Blits	flash, lightning. 	https://ereimer.net/plautdietsch/pddefns.htm#Blits
Blits aufleida	m. lightning arrestor, conductor. 	https://ereimer.net/plautdietsch/pddefns.htm#Blits%20aufleida
Blitskjniepa	m. firefly. 	https://ereimer.net/plautdietsch/pddefns.htm#Blitskjniepa
Blitsowe	m. microwave oven. 	https://ereimer.net/plautdietsch/pddefns.htm#Blitsowe
blitsre	see blenkjre. 	https://ereimer.net/plautdietsch/pddefns.htm#blitsre
Blitsschlach	m. lightning strike. 	https://ereimer.net/plautdietsch/pddefns.htm#Blitsschlach
bloare	shout, yell, blare, bellow. 	https://ereimer.net/plautdietsch/pddefns.htm#bloare
blombeare	to fill a tooth. 	https://ereimer.net/plautdietsch/pddefns.htm#blombeare
blond	blond. 	https://ereimer.net/plautdietsch/pddefns.htm#blond
bloodrijch	bloody, gory. 	https://ereimer.net/plautdietsch/pddefns.htm#bloodrijch
Bloom	f. (pl: e) flower; fib. 	https://ereimer.net/plautdietsch/pddefns.htm#Bloom
Bloom Beet	n. flower bed, hotbed. 	https://ereimer.net/plautdietsch/pddefns.htm#Bloom%20Beet
Bloome Bläda	petals. 	https://ereimer.net/plautdietsch/pddefns.htm#Bloome%20Bl%C3%A4da
Bloome Glauss	flower vase. 	https://ereimer.net/plautdietsch/pddefns.htm#Bloome%20Glauss
Bloome Goade	m. flower garden. 	https://ereimer.net/plautdietsch/pddefns.htm#Bloome%20Goade
Bloome Hendla	m. florist. 	https://ereimer.net/plautdietsch/pddefns.htm#Bloome%20Hendla
Bloome Knoppe	m. flower bud. 	https://ereimer.net/plautdietsch/pddefns.htm#Bloome%20Knoppe
Bloome Kommst	m. cauliflower. 	https://ereimer.net/plautdietsch/pddefns.htm#Bloome%20Kommst
Bloome Krauns	m. garland. 	https://ereimer.net/plautdietsch/pddefns.htm#Bloome%20Krauns
Bloome Sauft	f. nectar. 	https://ereimer.net/plautdietsch/pddefns.htm#Bloome%20Sauft
Bloome Stoff	m. pollen. 	https://ereimer.net/plautdietsch/pddefns.htm#Bloome%20Stoff
Bloome Strauch	m. nosegay. 	https://ereimer.net/plautdietsch/pddefns.htm#Bloome%20Strauch
Bloomefensta	n. bay window. 	https://ereimer.net/plautdietsch/pddefns.htm#Bloomefensta
Bloometün (fonn Spläte)	m. trellis. 	https://ereimer.net/plautdietsch/pddefns.htm#Bloomet%C3%BCn%20%28fonn%20Spl%C3%A4te%29
Bloomoatijch	floral. 	https://ereimer.net/plautdietsch/pddefns.htm#Bloomoatijch
bloosjen Kopp	bare headed. 	https://ereimer.net/plautdietsch/pddefns.htm#bloosjen%20Kopp
blooss	only, just, mere; naked, bare. 	https://ereimer.net/plautdietsch/pddefns.htm#blooss
Bloot	n. blood. 	https://ereimer.net/plautdietsch/pddefns.htm#Bloot
Blootblos	f. a blood blister. 	https://ereimer.net/plautdietsch/pddefns.htm#Blootblos
Blootfejeftinj	blood poisoning. 	https://ereimer.net/plautdietsch/pddefns.htm#Blootfejeftinj
Blootkjräft	leukemia. 	https://ereimer.net/plautdietsch/pddefns.htm#Blootkjr%C3%A4ft
Blootlote	to induce bleeding, bloodletting. 	https://ereimer.net/plautdietsch/pddefns.htm#Blootlote
Blootoam	anemic. 	https://ereimer.net/plautdietsch/pddefns.htm#Blootoam
Blootoda	f. vein or artery. 	https://ereimer.net/plautdietsch/pddefns.htm#Blootoda
Blootronstijch	finely veined, blood shut. 	https://ereimer.net/plautdietsch/pddefns.htm#Blootronstijch
Blootschaund	incest. 	https://ereimer.net/plautdietsch/pddefns.htm#Blootschaund
Blootworscht	blood sausage, black pudding. 	https://ereimer.net/plautdietsch/pddefns.htm#Blootworscht
Blootwota	n. lymph, blood serum. 	https://ereimer.net/plautdietsch/pddefns.htm#Blootwota
Blos	(pl: e) f. bubble, bladder, blister. 	https://ereimer.net/plautdietsch/pddefns.htm#Blos
Blos dinkj	n. carhorn, foghorn. 	https://ereimer.net/plautdietsch/pddefns.htm#Blos%20dinkj
Blosa	m. (pl: sch) blower; carhorn. 	https://ereimer.net/plautdietsch/pddefns.htm#Blosa
Blosbaulj	f. forge, bellows. 	https://ereimer.net/plautdietsch/pddefns.htm#Blosbaulj
blose	to blow. 	https://ereimer.net/plautdietsch/pddefns.htm#blose
Bloshuarn	m. bugle, horn. 	https://ereimer.net/plautdietsch/pddefns.htm#Bloshuarn
Blott	m. mud, mire, heavy muck. 	https://ereimer.net/plautdietsch/pddefns.htm#Blott
blottijch	muddy, mucky. 	https://ereimer.net/plautdietsch/pddefns.htm#blottijch
Blottschropa	m. mud scraper. 	https://ereimer.net/plautdietsch/pddefns.htm#Blottschropa
Blüs	f. (pl: e) blouse. 	https://ereimer.net/plautdietsch/pddefns.htm#Bl%C3%BCs
boa (jelt)	cash. 	https://ereimer.net/plautdietsch/pddefns.htm#boa%20%28jelt%29
Boa	m. (pl: re) bear. 	https://ereimer.net/plautdietsch/pddefns.htm#Boa
Boa	n. (pl: sch) drill, auger. 	https://ereimer.net/plautdietsch/pddefns.htm#Boa
boaft	barefoot. 	https://ereimer.net/plautdietsch/pddefns.htm#boaft
boafta Koffe	m. coffee with nothing added. 	https://ereimer.net/plautdietsch/pddefns.htm#boafta%20Koffe
Boage	m. (pl: s) bow (and arrow) ; a sheet of paper. 	https://ereimer.net/plautdietsch/pddefns.htm#Boage
Boagehaulta	quiver. 	https://ereimer.net/plautdietsch/pddefns.htm#Boagehaulta
Boageschoss	m. an arc, trajectory. 	https://ereimer.net/plautdietsch/pddefns.htm#Boageschoss
Boageseid	f. bowstring. 	https://ereimer.net/plautdietsch/pddefns.htm#Boageseid
boaj'auf	downhill. 	https://ereimer.net/plautdietsch/pddefns.htm#boaj%27auf
Boajch	m. (pl: Boaj) mountain, hill, knoll, mount. 	https://ereimer.net/plautdietsch/pddefns.htm#Boajch
boaje	to shelter, to billet. 	https://ereimer.net/plautdietsch/pddefns.htm#boaje
boajijch	hilly, mountainous. 	https://ereimer.net/plautdietsch/pddefns.htm#boajijch
boaj'opp	uphill. 	https://ereimer.net/plautdietsch/pddefns.htm#boaj%27opp
Boakj	f. birch, bark of a tree. 	https://ereimer.net/plautdietsch/pddefns.htm#Boakj
Boakjheena	a species of ptarmigan. 	https://ereimer.net/plautdietsch/pddefns.htm#Boakjheena
Boakjmeditsien	quinine. 	https://ereimer.net/plautdietsch/pddefns.htm#Boakjmeditsien
boare	to drill. 	https://ereimer.net/plautdietsch/pddefns.htm#boare
Boarefang	f. a concoction of honey and alcohol formerly used to trap bears. 	https://ereimer.net/plautdietsch/pddefns.htm#Boarefang
Boarekül	f. bear pit. 	https://ereimer.net/plautdietsch/pddefns.htm#Boarek%C3%BCl
boasch	sour, rancid. 	https://ereimer.net/plautdietsch/pddefns.htm#boasch
Boat	m. (pl: Bäata) beard. 	https://ereimer.net/plautdietsch/pddefns.htm#Boat
Bobbat	m. a yeast bread with raisins, often eaten with roast chicken (see Mennonite Cookbook). 	https://ereimer.net/plautdietsch/pddefns.htm#Bobbat
Bocht	f. (pl: e) a crude bed, a bed for animals. 	https://ereimer.net/plautdietsch/pddefns.htm#Bocht
Bock	m. (pl: Bakj) ram, a wooden sawhorse. 	https://ereimer.net/plautdietsch/pddefns.htm#Bock
Bockbea	m. a dark beer, bock beer. 	https://ereimer.net/plautdietsch/pddefns.htm#Bockbea
bocke	to buck. 	https://ereimer.net/plautdietsch/pddefns.htm#bocke
Bockel'zhonn	f. (pl: e) tomato. 	https://ereimer.net/plautdietsch/pddefns.htm#Bockel%27zhonn
bocksch	having the tendency to buck; balky. 	https://ereimer.net/plautdietsch/pddefns.htm#bocksch
Bocksprinj	leapfrog; frolic. 	https://ereimer.net/plautdietsch/pddefns.htm#Bocksprinj
Boddem	m. (pl: s) bottom, base. 	https://ereimer.net/plautdietsch/pddefns.htm#Boddem
bode	to bathe, lave. 	https://ereimer.net/plautdietsch/pddefns.htm#bode
Bodplauts	m. spa. 	https://ereimer.net/plautdietsch/pddefns.htm#Bodplauts
Bodwaun	bathtub. 	https://ereimer.net/plautdietsch/pddefns.htm#Bodwaun
Bodwaun	f. (pl: e) bathtub. 	https://ereimer.net/plautdietsch/pddefns.htm#Bodwaun
Bogge	m. (pl: s) buggy, chaise, gig, growler. 	https://ereimer.net/plautdietsch/pddefns.htm#Bogge
Boj	f. flannel. 	https://ereimer.net/plautdietsch/pddefns.htm#Boj
Bol	f. (pl: e) plank. 	https://ereimer.net/plautdietsch/pddefns.htm#Bol
Bolinj	f. (pl: e) arch of the foot. 	https://ereimer.net/plautdietsch/pddefns.htm#Bolinj
Boll	m. (pl: s) bull. 	https://ereimer.net/plautdietsch/pddefns.htm#Boll
bollboarijch	crude, uncouth. 	https://ereimer.net/plautdietsch/pddefns.htm#bollboarijch
Bollriess	f. (pl: e) a fish trap. 	https://ereimer.net/plautdietsch/pddefns.htm#Bollriess
bommle	to dangle, to swing. 	https://ereimer.net/plautdietsch/pddefns.htm#bommle
Bon	f. (pl: e) track, railway. 	https://ereimer.net/plautdietsch/pddefns.htm#Bon
Bon Ssoagel	the small plot of land left when a track or highway cuts off a small piece of land and leaves a small corner of a field. 	https://ereimer.net/plautdietsch/pddefns.htm#Bon%20Ssoagel
Bonbräakja	m. (pl: sch) pioneer. 	https://ereimer.net/plautdietsch/pddefns.htm#Bonbr%C3%A4akja
bonbräakje	to open a new road. 	https://ereimer.net/plautdietsch/pddefns.htm#bonbr%C3%A4akje
Bonhoff	m. (pl: Bonhäw) railway station. 	https://ereimer.net/plautdietsch/pddefns.htm#Bonhoff
Bonnsel	n. (pl: s) sprig, cluster, bunch. 	https://ereimer.net/plautdietsch/pddefns.htm#Bonnsel
Bonschwal	railroad tie. 	https://ereimer.net/plautdietsch/pddefns.htm#Bonschwal
Bood	f. (pl: e) family room, den; shed (M). 	https://ereimer.net/plautdietsch/pddefns.htm#Bood
bool(t)	soon, presently. 	https://ereimer.net/plautdietsch/pddefns.htm#bool%28t%29
Boom	m. (pl: Beem) tree. 	https://ereimer.net/plautdietsch/pddefns.htm#Boom
Boomeelj	f. olive oil. 	https://ereimer.net/plautdietsch/pddefns.htm#Boomeelj
Boommassa	n. pruning knife pruning hook. 	https://ereimer.net/plautdietsch/pddefns.htm#Boommassa
Boomssiaropp	m. resin, sap. 	https://ereimer.net/plautdietsch/pddefns.htm#Boomssiaropp
Boomwoll	f. cotton. 	https://ereimer.net/plautdietsch/pddefns.htm#Boomwoll
Boomworscht	f. banana. 	https://ereimer.net/plautdietsch/pddefns.htm#Boomworscht
Boon	f. (pl: e) bean. 	https://ereimer.net/plautdietsch/pddefns.htm#Boon
Boonekoffe	coffee beans. 	https://ereimer.net/plautdietsch/pddefns.htm#Boonekoffe
boosshauft	ill natured. 	https://ereimer.net/plautdietsch/pddefns.htm#boosshauft
Boosshoake	m. fire hook, a long pole with a metal hook on the end used for fire fighting; (a requirement on every Mennonite farm yard for purposes of insurance against fire). 	https://ereimer.net/plautdietsch/pddefns.htm#Boosshoake
Boot	n. boat, skiff, yawl. 	https://ereimer.net/plautdietsch/pddefns.htm#Boot
Bootschoft	f. (pl: e) message. 	https://ereimer.net/plautdietsch/pddefns.htm#Bootschoft
boowe	to steal. 	https://ereimer.net/plautdietsch/pddefns.htm#boowe
Borjch	m. (pl: s) castrated boar. 	https://ereimer.net/plautdietsch/pddefns.htm#Borjch
borje	to borrow, to lend. 	https://ereimer.net/plautdietsch/pddefns.htm#borje
Borkj	n. accumulated grime or scab. 	https://ereimer.net/plautdietsch/pddefns.htm#Borkj
Borm	m. (pl: s) well. 	https://ereimer.net/plautdietsch/pddefns.htm#Borm
Borsch (Borscht)	m. a vegetable soup (see Mennonite Cookbook). 	https://ereimer.net/plautdietsch/pddefns.htm#Borsch%20%28Borscht%29
Borschtle	bristles, pig bristles. 	https://ereimer.net/plautdietsch/pddefns.htm#Borschtle
borschtlijch	bristly, hispid. 	https://ereimer.net/plautdietsch/pddefns.htm#borschtlijch
Bos	m. hurry, rush. 	https://ereimer.net/plautdietsch/pddefns.htm#Bos
Bosch	n. (pl: Bescha) bush, shrub; quadruplets. 	https://ereimer.net/plautdietsch/pddefns.htm#Bosch
bose	to hurry. 	https://ereimer.net/plautdietsch/pddefns.htm#bose
bosijch	in a hurry, quick, fast. 	https://ereimer.net/plautdietsch/pddefns.htm#bosijch
Bossem	m. (pl: s) bosom, bust. 	https://ereimer.net/plautdietsch/pddefns.htm#Bossem
bossijch	angry, invidious. 	https://ereimer.net/plautdietsch/pddefns.htm#bossijch
bott	until, by. 	https://ereimer.net/plautdietsch/pddefns.htm#bott
bott senne	to be direct and somewhat disrespectful. 	https://ereimer.net/plautdietsch/pddefns.htm#bott%20senne
Bott	endplay in mechanical terms. 	https://ereimer.net/plautdietsch/pddefns.htm#Bott
Botta	f. butter. 	https://ereimer.net/plautdietsch/pddefns.htm#Botta
Bottabloom	buttercup, marigold. 	https://ereimer.net/plautdietsch/pddefns.htm#Bottabloom
Bottadinkj	n. butterdish. 	https://ereimer.net/plautdietsch/pddefns.htm#Bottadinkj
Bottafaut	n. butterchurn. 	https://ereimer.net/plautdietsch/pddefns.htm#Bottafaut
Bottalekja	butter licker; from a nursery rhyme in which fingers are counted off in turn, beginning with the little finger: {kjleena Finja, Goltrinja, Lankhauls, Bottalekja, Lüskjekjnekja - little finger, goldringer, long neck, butterlicker, nitpicker}. 	https://ereimer.net/plautdietsch/pddefns.htm#Bottalekja
Bottamalkj	f. buttermilk. 	https://ereimer.net/plautdietsch/pddefns.htm#Bottamalkj
Bottamoll	f. (pl: e) butter trough. 	https://ereimer.net/plautdietsch/pddefns.htm#Bottamoll
Bottre	to churn butter. 	https://ereimer.net/plautdietsch/pddefns.htm#Bottre
bowa	(pref) upper, above. 	https://ereimer.net/plautdietsch/pddefns.htm#bowa
Bowabän	m. attic. 	https://ereimer.net/plautdietsch/pddefns.htm#Bowab%C3%A4n
Bowadäa	f. upper door of Dutch doors. 	https://ereimer.net/plautdietsch/pddefns.htm#Bowad%C3%A4a
Bowadakj	f. counterpane. 	https://ereimer.net/plautdietsch/pddefns.htm#Bowadakj
Bowadarp	n. upper village. 	https://ereimer.net/plautdietsch/pddefns.htm#Bowadarp
Bowakaunt	f. the upper edge. 	https://ereimer.net/plautdietsch/pddefns.htm#Bowakaunt
Bowakopp	m. pate. 	https://ereimer.net/plautdietsch/pddefns.htm#Bowakopp
Bowalepp	f. upper lip. 	https://ereimer.net/plautdietsch/pddefns.htm#Bowalepp
Bowaschult	m. mayor. 	https://ereimer.net/plautdietsch/pddefns.htm#Bowaschult
Bowastow	f. upper room. 	https://ereimer.net/plautdietsch/pddefns.htm#Bowastow
bowe	m. on top. 	https://ereimer.net/plautdietsch/pddefns.htm#bowe
bowe schwame	to float. 	https://ereimer.net/plautdietsch/pddefns.htm#bowe%20schwame
bowen'äwa (bowen'enn)	in addition to, on top of, off hand. 	https://ereimer.net/plautdietsch/pddefns.htm#bowen%27%C3%A4wa%20%28bowen%27enn%29
Bräajen	m. (pl: s) brain. 	https://ereimer.net/plautdietsch/pddefns.htm#Br%C3%A4ajen
Bräajenkauste	m. cranium. 	https://ereimer.net/plautdietsch/pddefns.htm#Br%C3%A4ajenkauste
bräakje	to break; to gag, vomit. 	https://ereimer.net/plautdietsch/pddefns.htm#br%C3%A4akje
bräakjlijch (brakjlijch)	feeble, frail, fragile. 	https://ereimer.net/plautdietsch/pddefns.htm#br%C3%A4akjlijch%20%28brakjlijch%29
Bräakjmeddel	n. emetic. 	https://ereimer.net/plautdietsch/pddefns.htm#Br%C3%A4akjmeddel
Bräakjstang	f. crowbar, jimmy. 	https://ereimer.net/plautdietsch/pddefns.htm#Br%C3%A4akjstang
Bräakjtäkjen	n. hyphen. 	https://ereimer.net/plautdietsch/pddefns.htm#Br%C3%A4akjt%C3%A4kjen
Brädatün	m. boarding, board fence, lattice fence. 	https://ereimer.net/plautdietsch/pddefns.htm#Br%C3%A4dat%C3%BCn
Bräj	f. boiling water prepared to scald hogs or chickens so the bristles or feathers are removed more easily. 	https://ereimer.net/plautdietsch/pddefns.htm#Br%C3%A4j
bräje	to scald. 	https://ereimer.net/plautdietsch/pddefns.htm#br%C3%A4je
Bräjtroch	m. scalding trough. 	https://ereimer.net/plautdietsch/pddefns.htm#Br%C3%A4jtroch
Brams	f. a brake; a horse fly, gadfly; a tourniquet like instrument applied to the nose of unruly horses for better control. 	https://ereimer.net/plautdietsch/pddefns.htm#Brams
bramse	to brake. 	https://ereimer.net/plautdietsch/pddefns.htm#bramse
Brat	n. (pl: Bräda) board, shelf. 	https://ereimer.net/plautdietsch/pddefns.htm#Brat
Bratschlätje	n. toboggan. 	https://ereimer.net/plautdietsch/pddefns.htm#Bratschl%C3%A4tje
Braunt	m. (pl: Braund) fire; ergot; fever, gangrene, holocaust, combustion. 	https://ereimer.net/plautdietsch/pddefns.htm#Braunt
Brauntlada	f. fire ladder. 	https://ereimer.net/plautdietsch/pddefns.htm#Brauntlada
Brauntsata	m. (pl: sch) arsonist. 	https://ereimer.net/plautdietsch/pddefns.htm#Brauntsata
brauntsate	commit arson. 	https://ereimer.net/plautdietsch/pddefns.htm#brauntsate
Brauntschult	m. (pl: e) collector and administrator for Mennonite Fire Insurance Association in earlier times. 	https://ereimer.net/plautdietsch/pddefns.htm#Brauntschult
Braunwien	m. brandy, usually denotes any alcoholic drink. 	https://ereimer.net/plautdietsch/pddefns.htm#Braunwien
Bredulje	f. a complication, a muttering. 	https://ereimer.net/plautdietsch/pddefns.htm#Bredulje
Breed	f. breadth, width, latitude. 	https://ereimer.net/plautdietsch/pddefns.htm#Breed
breeda	broader, wider, (comp of breet). 	https://ereimer.net/plautdietsch/pddefns.htm#breeda
breeda Baunt	ribbon or tape. 	https://ereimer.net/plautdietsch/pddefns.htm#breeda%20Baunt
Breeda	pl for Brooda. 	https://ereimer.net/plautdietsch/pddefns.htm#Breeda
Breedaleew	brotherly love. 	https://ereimer.net/plautdietsch/pddefns.htm#Breedaleew
breedalijch	brotherly, fraternally. 	https://ereimer.net/plautdietsch/pddefns.htm#breedalijch
Breef	m. (pl: Breew) letter, epistle. 	https://ereimer.net/plautdietsch/pddefns.htm#Breef
Breefjelt	n. postage. 	https://ereimer.net/plautdietsch/pddefns.htm#Breefjelt
Breefkauste	m. letter box, post office box, pillar box. 	https://ereimer.net/plautdietsch/pddefns.htm#Breefkauste
Breefmoakj	n. postage stamps. 	https://ereimer.net/plautdietsch/pddefns.htm#Breefmoakj
Breefpapia	n. note paper. 	https://ereimer.net/plautdietsch/pddefns.htm#Breefpapia
Breefpost	f. mail, letter post. 	https://ereimer.net/plautdietsch/pddefns.htm#Breefpost
Breefschol	f. letter scale, letter balance. 	https://ereimer.net/plautdietsch/pddefns.htm#Breefschol
Breeftausch	f. letter pouch, mail bag; pocket book. 	https://ereimer.net/plautdietsch/pddefns.htm#Breeftausch
Breefwakjsel	m. correspondence. 	https://ereimer.net/plautdietsch/pddefns.htm#Breefwakjsel
breese	to brase, weld with brass. 	https://ereimer.net/plautdietsch/pddefns.htm#breese
breet , breeda , aum breetste(n)	broad, broader, broadest. 	https://ereimer.net/plautdietsch/pddefns.htm#breet%20%2C%20breeda%20%2C%20aum%20breetste%28n%29
breetbeensch	splayed legs, legs apart, sprawled. 	https://ereimer.net/plautdietsch/pddefns.htm#breetbeensch
Brejch	n. (pl: e) an unruly child. 	https://ereimer.net/plautdietsch/pddefns.htm#Brejch
Brell	f. (pl: e) glasses, spectacles. 	https://ereimer.net/plautdietsch/pddefns.htm#Brell
brelle	to roar. 	https://ereimer.net/plautdietsch/pddefns.htm#brelle
Brellefooda	n. spectacle case. 	https://ereimer.net/plautdietsch/pddefns.htm#Brellefooda
Brellehendla	m. optician. 	https://ereimer.net/plautdietsch/pddefns.htm#Brellehendla
Brennartel	f. (pl: Brennartle) nettles. 	https://ereimer.net/plautdietsch/pddefns.htm#Brennartel
brennboa	flammable, combustible. 	https://ereimer.net/plautdietsch/pddefns.htm#brennboa
brenne	to burn, to sting, to sear. 	https://ereimer.net/plautdietsch/pddefns.htm#brenne
brennende Sood	heartburn, dyspepsia; (see also Soodbrenne). 	https://ereimer.net/plautdietsch/pddefns.htm#brennende%20Sood
Brennholt	n. firewood. 	https://ereimer.net/plautdietsch/pddefns.htm#Brennholt
Brenniesa	n. branding iron. 	https://ereimer.net/plautdietsch/pddefns.htm#Brenniesa
Brenninj	f. fuel. 	https://ereimer.net/plautdietsch/pddefns.htm#Brenninj
Brennkrüt	n. pigweed. 	https://ereimer.net/plautdietsch/pddefns.htm#Brennkr%C3%BCt
Bre'zhakje	grimaces, scowls. 	https://ereimer.net/plautdietsch/pddefns.htm#Bre%27zhakje
bre'zhauje	to be busy, to prepare large amounts of food for festive occasions. 	https://ereimer.net/plautdietsch/pddefns.htm#bre%27zhauje
Brie	f. pulpy vegetable brew. hash, mash. 	https://ereimer.net/plautdietsch/pddefns.htm#Brie
Briegaum	f. (pl: s) bridegroom, fiance, groom. 	https://ereimer.net/plautdietsch/pddefns.htm#Briegaum
Brigj	f. (pl: e) bridge. 	https://ereimer.net/plautdietsch/pddefns.htm#Brigj
Brigjebaulkje	m. girder. 	https://ereimer.net/plautdietsch/pddefns.htm#Brigjebaulkje
Brigjentol	f. bridge toll. 	https://ereimer.net/plautdietsch/pddefns.htm#Brigjentol
Brigjewolm	m. bridge railing. 	https://ereimer.net/plautdietsch/pddefns.htm#Brigjewolm
brinje	to bring. 	https://ereimer.net/plautdietsch/pddefns.htm#brinje
